furniture-10030001,马卡洛夫-南瓜熊熊
furniture-10005607,南洋小馆-蒲葵盆栽
furniture-20005607,历史学者惊讶地发现，这种观赏植物曾被制作成蒲扇使用了一千多年，其实没必要大惊小怪，毕竟蒲扇已经消失快五十年了啊！
furniture-10005608,南洋小馆-小馆沙发
furniture-20005608,旅馆沙发通常只有在客人离开旅馆时才开始工作，所以它的记忆只有一个个背影。
furniture-10005609,南洋小馆-酒水推车
furniture-20005609,喝点酒然后忘掉一些理想吧，旅行改变不了任何人，无论世界哪个角落，人都从未改变过。
furniture-10005610,南洋小馆-点心推车
furniture-20005610,只要一想到自助不限量，就算不好吃的东西也会吃很多——人类创作艺术就是为了对抗“欲望”这种东西。
furniture-10005611,南洋小馆-早点小桌
furniture-20005611,旅行就是换个座位吃早饭、换个房间接电话和换个角度来考虑烦心的事情。
furniture-10005612,南洋小馆-小馆椅子
furniture-20005612,旅馆中这样的椅子主要用途是放行李，毕竟大部分人一生在做的事和真正想做的并没什么关系。
furniture-10005613,南洋小馆-小馆鹦鹉
furniture-20005613,很多人类也可以无条件重复你说的话，而且不需要喂食，只要无聊就可以了。
furniture-10005614,南洋小馆-小馆方桌
furniture-20005614,好好和你的旅伴谈一下你们接下来的旅行计划，然后一一违反它，充分享受旅途中的点滴。
furniture-10005615,南洋小馆-小馆餐桌
furniture-20005615,也许我该和桌子对面的陌生人聊些什么，我们和世界的联系应该不只是早餐桌上的一张报纸而已。
furniture-10045010,检测仪LV0
furniture-20045010,检测仪LV0
furniture-10045011,检测仪LV1
furniture-20045011,检测仪LV1
furniture-10045012,检测仪LV2
furniture-20045012,检测仪LV2
furniture-10045013,检测仪LV3
furniture-20045013,检测仪LV3
furniture-10045020,扫描仪LV0
furniture-20045020,扫描仪LV0
furniture-10045021,扫描仪LV1
furniture-20045021,扫描仪LV1
furniture-10045022,扫描仪LV2
furniture-20045022,扫描仪LV2
furniture-10045023,扫描仪LV3
furniture-20045023,扫描仪LV3
furniture-10045030,记忆体LV0
furniture-20045030,记忆体LV0
furniture-10045031,记忆体LV1
furniture-20045031,记忆体LV1
furniture-10045032,记忆体LV2
furniture-20045032,记忆体LV2
furniture-10045033,记忆体LV3
furniture-20045033,记忆体LV3
furniture-10045040,分析仪LV0
furniture-20045040,分析仪LV0
furniture-10045041,分析仪LV1
furniture-20045041,分析仪LV1
furniture-10045042,分析仪LV2
furniture-20045042,分析仪LV2
furniture-10045043,分析仪LV3
furniture-20045043,分析仪LV3
furniture-10040047,SquadBase地板
furniture-20040047,地板
furniture-10040048,SquadBase墙纸
furniture-20040048,墙纸
furniture-10040049,SquadBase线左
furniture-20040049,电线左
furniture-10040050,SquadBase线中
furniture-20040050,电线中
furniture-10040051,SquadBase线右
furniture-20040051,电线右
furniture-10005701,幸福起点站-机场地板
furniture-20005701,各种各样有趣的人从上面擦肩而过，但都来不及发现彼此有趣的一面，我们以为有趣的东西永远在终点，这就是旅行。
furniture-10005702,幸福起点站-机场外景
furniture-20005702,为什么要用这么大的场地放飞机呢？为什么不给每个乘客准备降落伞？有些问题并非源于求知欲，而是刚好相反。
furniture-10005703,幸福起点站-候机酒吧台
furniture-20005703,每种食品和饮料都很贵，如何优雅地浪费时间本身就是种奢侈行为。
furniture-10005704,幸福起点站-机场ATM
furniture-20005704,一切经济问题都可以在这里解决，但是前面那个搞不清取钱和查询的笨蛋要靠你自己解决。
furniture-10005705,幸福起点站-候机酒吧椅
furniture-20005705,坐在你身边的也是个被误点困在这里的倒霉蛋？还是个提前五小时来到机场的缺少安全感的可怜虫？
furniture-10005706,幸福起点站-机场运输车
furniture-20005706,如果所有的代步工具都和它一样廉价和安全该多好，也许我们并不需要那么快的速度呢？
furniture-10005707,幸福起点站-航班登机口
furniture-20005707,排到队伍的前面有助于提前放置行李还有阻碍别人放置行李，珍惜吧，能合法伤害他人的机会已经不多了。
furniture-10005708,幸福起点站-机场电视
furniture-20005708,播放的永远不会是你想看的节目，不过有时身不由己才能享受其中。
furniture-10005709,幸福起点站-机场广告招牌
furniture-20005709,您的目的地是一场充满期待的旅游？释怀心情的放逐？枯燥麻木的工作？请不要忽略过程，祝您的空中旅途能愉快享受！
furniture-10005710,幸福起点站-机场广告影像
furniture-20005710,来买一些纪念品吧！不然怎么会有人对你来过这里感到开心呢？照片又不能用来送人！
furniture-10005711,幸福起点站-航班时刻表
furniture-20005711,这些航班将会飞向哪里？航班上的人都是为了什么而乘坐？与我们无关的事情，才组成了这个世界。
furniture-10005712,幸福起点站-机场路标
furniture-20005712,他人的经验就像这些路标一样，只告诉你一个方向，却不会告诉你有多远，你可能会到达目的地，但更可能撞到一个厕所
furniture-10005713,幸福起点站-自助行李机
furniture-20005713,禁止携带危险品登机，任何心存侥幸的人，其实际想法都是自己要比他人重要得多。
furniture-10005714,幸福起点站-候机座位
furniture-20005714,我们总以为时间还早，但它的来临远比想象中得快，可能是航班，也可能是与我们有关的每个转折点。
furniture-10046010,仓库LV0
furniture-20046010,仓库LV0
furniture-10046011,仓库LV1
furniture-20046011,仓库LV1
furniture-10046012,仓库LV2
furniture-20046012,仓库LV2
furniture-10046013,仓库LV3
furniture-20046013,仓库LV3
furniture-10046020,训练场LV0
furniture-20046020,训练场LV0
furniture-10046021,训练场LV1
furniture-20046021,训练场LV1
furniture-10046022,训练场LV2
furniture-20046022,训练场LV2
furniture-10046023,训练场LV3
furniture-20046023,训练场LV3
furniture-10046030,修复机LV0
furniture-20046030,修复机LV0
furniture-10046031,修复机LV1
furniture-20046031,修复机LV1
furniture-10046032,修复机LV2
furniture-20046032,修复机LV2
furniture-10046033,修复机LV3
furniture-20046033,修复机LV3
furniture-10040052,格纳库地板
furniture-20040052,地板
furniture-10040053,格纳库墙纸
furniture-20040053,墙纸
furniture-10040054,格纳库灯
furniture-20040054,灯管
furniture-10040055,格纳库电梯
furniture-20040055,电梯
furniture-10040056,格纳库沙堆
furniture-20040056,沙堆
furniture-10002019,有序紊流-AR15
furniture-20002019,“我有我自己的任务，遇到你只是个顺道罢了。”
furniture-10002020,有序紊流-HK416
furniture-20002020,“你们也好，格里芬也好，我不会永远跟在你们后面的。”
furniture-10002021,有序紊流-SOP2
furniture-20002021,“我为了我在乎的人，做了你难以想象的事。”
furniture-10002022,有序紊流-UMP45
furniture-20002022,“哈……放心吧，你会等很久的……”
furniture-10002023,罐装坍塌液
furniture-20002023,因为人类无法进入有辐射的污染区，才促进了当代人形技术的研发，这是历史的一部分，也是一部分的现实。
furniture-10002024,重装部队展柜
furniture-20002024,冲突进入全新的阶段，上个世纪的轻兵器早已负荷不了我们的战争。从此，正义只属于更邪恶的一方。
furniture-10005801,海滩大亨-海滩露天地板
furniture-20005801,阳光和海风会处理上面的海水和砂砾，但是烟头，恐怕需要我们来手动解决了……我是说……拳头。
furniture-10005802,海滩大亨-天空与海礁
furniture-20005802,礁石的脑袋枕着天空，身体泡在海里，也没有感到不自在，那天空和海的区别是创世便有的吗？还是人有了智慧才至于此？
furniture-10005804,海滩大亨-闪电猫大冒险
furniture-20005804,至少在管道里滑行的一瞬间，您可以短暂地享受一个没有IDW小姐的世界。
furniture-10005805,海滩大亨-海鸥们的魔法
furniture-20005805,海鸟和鱼不会相爱，如果它们真的那么聪明，就一定会嘲笑人类的爱情。
furniture-10005806,海滩大亨-海豚挑战乐园
furniture-20005806,配备了一整套复杂的娱乐手段，常常导致游客玩下来不知道一共经历了什么……挑战内容便是这个。
furniture-10005807,海滩大亨-深海阶梯（儿童用）
furniture-20005807,通往的地方并不是海，也不深，甚至这不是一段台阶，但是听起来很酷，就像……“人类的爱”一样。
furniture-10005808,海滩大亨-剑鱼标牌
furniture-20005808,据观察剑鱼可能比人类聪明，因为很多游客要通过刻有它的图腾才能找到餐厅和厕所。
furniture-10005809,海滩大亨-浪花气垫船
furniture-20005809,和人类一样，只要里面还有空气就不会玩完，没准它心中也有三两套人生规划呢。
furniture-10005810,海滩大亨-沙滩王座
furniture-20005810,有权休息的人就是更加高贵，无论沙滩还是宫殿，这就是椅子和领袖的意义。
furniture-10005811,海滩大亨-烧烤时间
furniture-20005811,有什么比海边烧烤更舒适呢？……那当然是坐在一群只买了泡面的人旁边海边烧烤啊！
furniture-10005812,海滩大亨-跨海战船（儿童用）
furniture-20005812,你不会知道那场战役有多激烈，因为充气船什么痕迹都不会留下，就像恐龙灭绝了千万年后的地表一样。
furniture-10005813,海滩大亨-鳄鱼先生的泳池
furniture-20005813,鳄鱼先生有个电子开关，趴在上面超过半小时就会开始自动翻滚，不让人安心午睡的坏鳄鱼先生！
furniture-10050901,潜水服菲儿
furniture-20050901,作为海滩奇遇的宝贵纪念，菲儿获得了全新的装束……虽说不知道什么时候能派上用场，不过只要FAL喜欢就好啦！
furniture-10002016,花火祭和太鼓
furniture-20002016,没什么比简单而浑厚的鼓声更能激起兴奋的情绪了，将鼓棒交给内心澎湃的人形，她们甚至可能会为你唤醒藏在红色太鼓深处的灵魂。
furniture-10002017,花火祭神轿
furniture-20002017,让巨大又华丽的神轿在压轴时刻登场，来为这个夏天留下美好的回忆吧。只是这份工作交给机器真的是好主意吗？神明会更喜欢我们的智慧，还是我们的汗水呢？
furniture-10002018,花火祭柴犬
furniture-20002018,它的快乐不是来自夏日祭典的花火，而是因为有你陪在它身旁。
furniture-10040057,军营地板
